TCGA-VQ-A94P TCGA-VQ-A94P TCGA-VQ-A94P
17.39 0.3132 0.7993
7.7368 0.4304 0.8768
3.0901 0.8597 0.0399
5.4197 0.04165 0.4757
16.3826 0.2975 0.6378
9.0774 0.3373 0.8425
7.1584 0.7264 0.8714
10.0873 0.0241 0.5214
5.2341 0.1549 0.8208
2.3861 0.3771 0.574
11.2304 0.0389 0.4393
7.5756 0.302 0.8665
15.1647 0.3696 0.2545
7.0346 0.0414 0.1127
7.4102 0.71355 0.808
9.6531 0.0469 0.62995
11.8902 0.1281 0.30605
2.9214 0.0562 0.4826
0 0.2766 0.1641
0.0 0.2222 0.1852
4.1626 0.91465 0.7883
0.0 0.2391 0.0967
5.2696 0.5673 0.2754
9.5274 0.4789 0.5967
7.2278 0.37965 0.3812
12.0662 0.56755 0.698
4.5574 0.4603 0.3933
0.0 0.34315 0.1862
9.3082 0.0167 0.2938
3.7742 0.0709 0.1477
7.3616 0.0262 0.5821
4.6036 0.30055 0.4369
11.0369 0.0416 0.2804
8.7773 0.0395 0.56575
5.1218 0.0485 0.0286
6.5181 0.0866 0.0586
13.2927 0.0499 0.0983
0.9556 0.3598 0.18955
9.5583 0.0531 0.3276
1.2685 0.04985 0.4154
2.3861 0.1055 0.6243
2.6245 0.0461 0.2684
16.015 0.2519 0.6066
7.0031 0.1237 0.36955
0.9556 0.8666 0.8639
8.6414 0.0326 0.50065
2.3861 0.0381 0.62345
4.1243 0.05295 0.09335
7.525 0.07725 0.0577
8.1461 0.0307 0.8238
0.5555 0.0672 0.5055
7.1536 0.0298 0.6651
5.7059 0.0785 0.77285
0.0 0.04535 0.6618
14.1752 0.09435 0.2277
0.0 0.08155 0.1922
4.6946 0.5827 0.2802
12.2749 0.0732 0.2608
7.8111 0.03825 0.0598
9.1849 0.1577 0.2204
7.5649 0.40155 0.5266
9.1553 0.3472 0.6027
7.307 0.6801 0.8619
2.2502 0.6454 0.2626
8.6909 0.1997 0.55165
8.5647 0.019 0.42325
5.7317 0.024 0.052
9.4384 0.0268 0.7776
2.2502 0.2235 0.2481
5.0823 0.0185 0.3534
11.253 0.35145 0.0325
6.8821 0.2268 0.2589
9.0495 0.0933 0.03275
2.6245 0.0352 0.597
8.6666 0.0518 0.13015
5.7059 0.0281 0.0835
9.1231 0.0781 0.0927
6.3372 0.2022 0.0617
4.4684 0.0781 0.3029
7.5433 0.11255 0.3033
3.5025 0.06765 0.38585
11.0362 0.0234 0.4343
6.9106 0.06095 0.3486
10.8889 0.3516 0.7375
14.0096 0.4519 0.4464
9.7625 0.61705 0.7276
TCGA-VQ-A8PM TCGA-VQ-A8PM TCGA-VQ-A8PM
5.458 0.1654 0.67755
10.8948 0.56945 0.86585
11.9414 0.39695 0.46685
4.6414 0.0929 0.5407
10.2304 0.05595 0.83525
12.5817 0.4892 0.6292
3.9111 0.1863 0.7641
0.0 0.2556 0.0934
10.1202 0.7259 0.915
6.6278 0.8467 0.8485
5.2069 0.1729 0.5172
2.4708 0.0398 0.6484
4.6414 0.26725 0.61685
12.3044 0.6188 0.0781
9.4095 0.1918 0.6309
1.4072 0.632 0.8726
5.9282 0.4607 0.7149
0.0 0.0463 0.2357
8.5308 0.1518 0.0529
10.5108 0.3219 0.36205
10.8252 0.4507 0.6916
0.0 0.0216 0.3764
3.781 0.42475 0.6929
11.9888 0.45615 0.75845
5.8885 0.0345 0.4542
5.7179 0.05375 0.5595
8.2271 0.0384 0.73275
13.8099 0.6488 0.68535
7.9757 0.0561 0.506
2.8102 0.1835 0.5515
9.2776 0.53185 0.4116
8.6631 0.42905 0.7969
9.9126 0.5917 0.7696
1.7984 0.0819 0.0989
2.9277 0.224 0.743
3.9502 0.12115 0.16895
6.2974 0.43065 0.1405
2.5745 0.0499 0.7346
4.7995 0.087 0.1578
9.0161 0.4387 0.66965
6.0856 0.5312 0.6322
9.8443 0.6696 0.632
0.0 0.8282 0.7225
9.5827 0.7052 0.8055
8.911 0.0479 0.82405
12.1239 0.8769 0.7333
7.6053 0.55495 0.82045
8.239 0.0339 0.6788
9.488 0.0603 0.0603
8.4324 0.11975 0.48995
9.2497 0.1957 0.6022
3.1454 0.07585 0.0315
10.7576 0.6839 0.71405
12.9269 0.4748 0.9165
6.3274 0.7004 0.8853
4.3803 0.4493 0.7121
7.9004 0.2781 0.6428
7.5104 0.1639 0.6927
0.8688 0.1914 0.2479
6.585 0.1618 0.1928
7.5681 0.35505 0.50955
6.6868 0.0642 0.6879
6.1458 0.05715 0.53775
8.1599 0.1995 0.188
8.1025 0.1565 0.1103
13.0233 0.4078 0.7833
13.7454 0.502 0.4966
13.759 0.7584 0.7554
11.0815 0.7588 0.5446
6.9932 0.0774 0.7509
7.9968 0.26995 0.7808
7.7479 0.0535 0.78305
10.0734 0.0238 0.50945
13.3599 0.5336 0.6568
8.7721 0.0333 0.83
2.238 0.68775 0.6937
12.0429 0.3196 0.6901
7.0706 0.2343 0.869
10.7665 0.4507 0.4603
0.0 0.84275 0.0261
4.9225 0.0477 0.5581
8.4325 0.1167 0.14195
7.2496 0.0864 0.45065
9.7345 0.5179 0.59895
12.1717 0.6143 0.743
12.5043 0.7779 0.5247
9.7352 0.70055 0.7281
6.0501 0.3056 0.6596
6.515 0.13945 0.3014
2.4708 0.861 0.6502
7.2844 0.2741 0.3196
7.0926 0.45455 0.7824
10.3016 0.4976 0.7839
11.9198 0.5211 0.6491
7.4571 0.0801 0.0814
11.076 0.5863 0.6384
5.0893 0.12735 0.7556
9.4713 0.244 0.0873
7.4263 0.05015 0.1695
6.6458 0.03465 0.3013
8.7556 0.0514 0.6594
5.3599 0.479 0.5979
4.4087 0.0607 0.3979
5.4028 0.5276 0.1491
5.1907 0.1047 0.783
15.1213 0.69 0.5734
9.9157 0.08345 0.4027
0.4989 0.1197 0.27465
8.5468 0.0495 0.5437
3.6032 0.0246 0.5057
8.7334 0.1764 0.6989
9.4805 0.5409 0.832
11.0854 0.12735 0.0599
10.6171 0.1582 0.4585
8.045 0.03245 0.5722
8.558 0.0267 0.0372
11.6725 0.02165 0.0602
7.0071 0.4698 0.3093
0.0 0.6227 0.65595
13.6197 0.5864 0.5461
5.1067 0.6885 0.9291
7.6144 0.0643 0.9022
7.9397 0.2231 0.10325
11.3022 0.5924 0.4885
17.5112 0.4965 0.8894
8.1262 0.50525 0.8762
1.163 0.89 0.2001
8.9799 0.07045 0.8501
9.7739 0.6026 0.7493
9.9468 0.559 0.8596
5.3743 0.5523 0.8234
10.659 0.03025 0.2955
8.1283 0.4665 0.8263
0.4989 0.5762 0.8209
14.2753 0.0425 0.5029
8.6379 0.55905 0.7818
12.9859 0.8506 0.501
6.0856 0.0983 0.161
11.9892 0.75925 0.6264
10.0037 0.181 0.5902
7.7781 0.2643 0.5194
5.1239 0.06805 0.6536
0 0.4795 0.6232
0.0 0.6374 0.8986
8.199 0.55935 0.63415
0.0 0.5094 0.1412
0.4989 0.8717 0.516
11.0371 0.0689 0.4636
3.3923 0.60635 0.6056
11.6903 0.8428 0.4369
9.9856 0.3805 0.4763
0.0 0.50885 0.7596
8.0324 0.063 0.60415
2.3591 0.1871 0.2957
6.9163 0.1674 0.5114
4.2373 0.034 0.11475
12.1709 0.0358 0.3976
9.684 0.0877 0.7413
4.942 0.0622 0.0449
7.5555 0.1789 0.083
12.3544 0.077 0.1961
2.8472 0.7284 0.309
11.2367 0.1627 0.2814
2.4708 0.0572 0.9229
3.8709 0.2742 0.6046
2.4708 0.2276 0.4244
6.7435 0.4412 0.552
8.4698 0.382 0.507
0.0 0.8594 0.7599
8.9184 0.04675 0.73595
4.4905 0.0475 0.46495
7.7699 0.1375 0.17275
9.6825 0.17225 0.0851
7.2806 0.03495 0.6903
0.4989 0.0771 0.2985
7.2806 0.0297 0.63365
4.0253 0.1876 0.72525
0.0 0.30595 0.79645
12.4806 0.07275 0.1126
0.4989 0.08975 0.2346
8.1661 0.6211 0.40685
11.4167 0.2773 0.4183
7.9662 0.0417 0.0643
7.6856 0.4966 0.47185
7.7507 0.4445 0.8649
9.1416 0.5291 0.65
8.0873 0.595 0.3124
2.8472 0.8447 0.4028
11.8315 0.10015 0.4532
8.7264 0.0932 0.79245
5.3453 0.0234 0.06425
10.9623 0.0404 0.4348
3.7433 0.7104 0.6028
6.068 0.0305 0.7239
11.1334 0.5363 0.0407
7.2018 0.1828 0.1893
8.8835 0.10815 0.0543
2.6712 0.046 0.6572
9.6941 0.0462 0.1657
6.1117 0.0611 0.3113
6.6096 0.2167 0.19375
8.7543 0.1846 0.1185
5.8682 0.2121 0.4713
7.8878 0.05715 0.7948
5.8885 0.2914 0.8392
6.6926 0.0582 0.37665
7.9349 0.12495 0.9027
9.7554 0.5104 0.8249
1.163 0.85935 0.6729
8.9799 0.43525 0.4759
TCGA-VQ-A923 TCGA-VQ-A923 TCGA-VQ-A923
4.9184 0.5724 0.4832
0.4309 0.7114 0.8556
7.9265 0.59215 0.65045
5.7432 0.6421 0.5373
7.3069 0.55235 0.6168
3.4258 0.5373 0.749
3.1709 0.549 0.7286
0.0 0.5685 0.5895
6.4881 0.8131 0.9335
8.8284 0.8958 0.8673
7.4256 0.1293 0.73135
1.627 0.5862 0.4819
2.6373 0.52325 0.745
3.3292 0.8263 0.51025
9.9537 0.6088 0.5303
3.0549 0.5549 0.8934
3.7949 0.5151 0.9424
1.0316 0.61495 0.64665
7.9712 0.4467 0.57335
8.582 0.515 0.6028
9.1508 0.6313 0.8069
1.627 0.5908 0.7048
3.1709 0.85135 0.5313
9.4505 0.5261 0.76395
6.1133 0.57075 0.5895
4.8848 0.59985 0.59755
7.9611 0.5641 0.60255
15.7547 0.32955 0.3932
0.7623 0.339 0.8122
2.0784 0.5885 0.49665
1.0316 0.7498 0.6422
4.5623 0.80005 0.865
6.0616 0.69015 0.85775
0.0 0.5694 0.4833
2.7903 0.5487 0.63735
1.0316 0.62455 0.42355
5.9441 0.3637 0.0875
3.1709 0.5437 0.7362
6.2249 0.5709 0.53025
4.0282 0.3103 0.65055
0.0 0.518 0.3234
1.4544 0.5726 0.8186
0.0 0.8056 0.923
7.402 0.47585 0.5953
7.9449 0.6017 0.64845
8.3431 0.8785 0.8931
9.0958 0.66605 0.9285
6.9729 0.5178 0.58395
9.8525 0.2911 0.4864
7.3151 0.51365 0.7741
10.3303 0.2182 0.8299
2.9931 0.4608 0.5673
0.0 0.754 0.65355
6.3655 0.386 0.9061
3.9328 0.69155 0.9075
0.7623 0.3305 0.7582
6.4076 0.58135 0.825
8.195 0.1904 0.597
1.0316 0.5733 0.5448
0.4309 0.5227 0.6174
4.0282 0.1078 0.47615
4.6649 0.5166 0.4793
5.2441 0.55515 0.75075
2.0472 0.6187 0.4596
7.1671 0.5172 0.4444
1.781 0.6956 0.5741
13.4531 0.406 0.6506
8.2783 0.8834 0.6633
1.781 0.4439 0.1875
3.8655 0.5348 0.4948
6.7944 0.58375 0.6173
7.1425 0.5278 0.8164
10.0464 0.54785 0.3897
12.4128 0.5294 0.8072
8.9204 0.4302 0.5203
0.0 0.65605 0.572
5.4419 0.20425 0.5614
3.9653 0.5554 0.9206
0.0 0.39815 0.3496
0.7623 0.65425 0.4249
5.6955 0.5502 0.57785
10.7314 0.22485 0.10395
7.0278 0.5812 0.76075
7.5673 0.6856 0.66185
10.0844 0.5449 0.8372
12.5142 0.8987 0.48025
9.9246 0.5374 0.80525
4.2816 0.6774 0.4286
4.3324 0.7097 0.5343
0.0 0.7802 0.3183
8.3798 0.2738 0.1635
1.781 0.69775 0.8049
9.7915 0.6506 0.6714
10.9661 0.1649 0.1473
3.5164 0.6155 0.7002
11.1872 0.3757 0.6562
6.5749 0.5618 0.53055
6.3777 0.5652 0.5264
7.0807 0.02965 0.5953
5.6858 0.5424 0.5577
7.8824 0.481 0.5198
4.9833 0.5325 0.6455
1.2585 0.6175 0.616
9.3978 0.8854 0.3989
1.627 0.512 0.9001
0.0 0.4018 0.3778
10.5527 0.1119 0.44415
0.0 0.6242 0.512
8.2036 0.5399 0.8223
3.2784 0.54575 0.4259
4.8152 0.4915 0.9716
5.4534 0.53915 0.4473
3.6424 0.56475 0.6535
3.8655 0.62175 0.5922
7.5487 0.5738 0.4422
8.9703 0.0315 0.0403
11.4193 0.02015 0.0583
0.0 0.2365 0.216
0.7623 0.5977 0.58465
14.2345 0.3385 0.4108
5.9195 0.55565 0.9681
6.1133 0.5657 0.6755
4.9512 0.39185 0.4556
10.1196 0.566 0.7126
14.4185 0.67445 0.9609
2.7903 0.2612 0.6718
1.0316 0.9598 0.7076
6.8736 0.4108 0.8552
2.2718 0.498 0.6078
1.0316 0.6218 0.8765
1.0316 0.7186 0.9367
10.4393 0.0238 0.6006
9.1857 0.778 0.8099
0.7623 0.4626 0.7666
4.5192 0.1355 0.502
5.8774 0.5836 0.8301
14.2382 0.8959 0.3115
5.7525 0.4961 0.5187
8.4052 0.65265 0.6277
9.5938 0.6218 0.7363
3.682 0.5733 0.4978
3.0549 0.46275 0.7913
0 0.2998 0.7768
0.4309 0.4786 0.399
2.9286 0.92725 0.6917
0.0 0.273 0.6392
0.0 0.9208 0.2093
9.3948 0.5868 0.7282
4.7039 0.5237 0.4195
11.5743 0.90715 0.7612
5.3587 0.6468 0.319
0.4309 0.5534 0.7742
7.3002 0.5709 0.5192
0.4309 0.5509 0.4525
5.7525 0.622 0.736
4.224 0.4365 0.64045
11.1782 0.0555 0.4243
3.0549 0.2575 0.3924
6.084 0.0468 0.0203
6.2449 0.6908 0.6352
9.4908 0.4901 0.8143
1.4544 0.6917 0.17895
10.0483 0.5114 0.5696
0.4309 0.5593 0.9146
2.2718 0.6245 0.6023
2.0472 0.7128 0.2528
0.0 0.4093 0.5569
4.5638 0.6817 0.74665
0.4309 0.6006 0.81315
8.6259 0.54305 0.4482
3.9653 0.5277 0.55595
4.3814 0.51855 0.54535
7.6867 0.61865 0.7965
7.7037 0.5102 0.68485
0.0 0.5897 0.6058
7.4197 0.5635 0.73045
1.4544 0.52895 0.8395
0.0 0.58395 0.8718
12.2749 0.56525 0.2947
0.0 0.57335 0.25685
1.0316 0.6031 0.4712
10.7893 0.5396 0.59655
7.5433 0.444 0.3991
7.8436 0.7495 0.52645
7.3101 0.5598 0.7323
8.1102 0.4358 0.867
9.7278 0.6416 0.1339
0.0 0.8802 0.62425
0.4309 0.37395 0.5296
9.3056 0.5184 0.79805
4.5409 0.5961 0.71545
10.991 0.5347 0.5432
2.1638 0.3067 0.75235
5.334 0.5455 0.6479
13.3744 0.2806 0.2528
5.7802 0.6513 0.5024
7.5647 0.5681 0.5705
2.3722 0.5985 0.4948
8.796 0.5401 0.5579
6.6766 0.6153 0.0742
0.4309 0.5549 0.34695
9.0195 0.5599 0.0678
5.2308 0.7195 0.5076
8.2019 0.4576 0.4056
4.4053 0.4475 0.77935
7.9285 0.31605 0.45035
8.8295 0.5601 0.819
4.4288 0.7721 0.8287
3.7582 0.8546 0.7782
10.1141 0.33335 0.5272
TCGA-BR-8384 TCGA-BR-8384 TCGA-BR-8384
6.7033 0.2763 0.6822
2.5292 0.6416 0.85185
6.9249 0.43875 0.5816
5.2246 0.3723 0.5642
3.6247 0.3236 0.86995
12.8978 0.6178 0.84235
1.9938 0.5771 0.8937
0.0 0.1426 0.1786
1.133 0.8556 0.9265
2.5292 0.85375 0.8542
6.6529 0.1736 0.63795
2.6711 0.0736 0.7816
4.6359 0.20525 0.5358
2.9188 0.7764 0.0488
12.2029 0.5169 0.6426
3.2253 0.7053 0.8739
0.675 0.5972 0.8691
0.0 0.21665 0.3847
6.4012 0.3843 0.06845
8.1425 0.38205 0.46145
8.4852 0.4638 0.7601
3.6928 0.4554 0.7471
4.8892 0.7503 0.7095
6.5464 0.71945 0.8423
7.6543 0.28185 0.61355
8.2425 0.25445 0.64685
11.9293 0.3637 0.6503
13.3568 0.7211 0.6843
2.1952 0.0509 0.5567
4.0578 0.3156 0.57675
7.7072 0.52135 0.3488
6.2052 0.2564 0.9042
5.5708 0.6978 0.55375
0.675 0.4647 0.2493
6.3281 0.3327 0.814
4.3284 0.35885 0.36565
1.133 0.70675 0.2654
4.7362 0.1008 0.5566
7.1836 0.2111 0.22445
5.0276 0.6494 0.82015
0.0 0.65275 0.6691
2.3718 0.6743 0.7312
0.0 0.7834 0.8014
10.7991 0.8859 0.81455
10.3186 0.3467 0.83645
8.0771 0.9422 0.8991
9.3471 0.6783 0.92085
8.0739 0.3495 0.78595
7.872 0.0673 0.0813
9.8949 0.27035 0.5076
10.4182 0.1451 0.7495
3.3145 0.3894 0.3629
1.4801 0.60545 0.80665
0.675 0.7846 0.9107
0.0 0.784 0.9286
0.675 0.539 0.61
9.8701 0.2868 0.5678
5.5342 0.4703 0.8143
0.0 0.4073 0.3554
1.9938 0.1536 0.1264
5.3774 0.067 0.40795
5.9226 0.3147 0.5515
5.4773 0.2473 0.713
6.8448 0.1311 0.285
7.8756 0.3693 0.36
6.1211 0.6242 0.8506
9.5536 0.7049 0.6241
1.7597 0.8742 0.4397
6.627 0.7477 0.6801
0.675 0.111 0.6611
8.5872 0.3331 0.764
7.7453 0.3852 0.65915
11.3388 0.23555 0.4646
14.2861 0.6466 0.7049
8.396 0.2327 0.7496
0.0 0.81395 0.8176
3.1302 0.65715 0.7732
2.1952 0.1284 0.8942
10.8716 0.66535 0.7265
0.0 0.78605 0.263
5.3139 0.30645 0.5656
7.6457 0.1656 0.30045
11.2128 0.09375 0.46625
1.9938 0.6898 0.6443
9.0091 0.7207 0.819
8.4438 0.8409 0.51525
8.9319 0.8508 0.853
6.6614 0.4045 0.6336
8.1086 0.0759 0.2592
0.0 0.8936 0.7242
8.0643 0.6175 0.8131
6.6529 0.5539 0.8143
1.4801 0.777 0.7433
6.3281 0.3691 0.4996
10.4276 0.1934 0.296
7.5152 0.7188 0.862
4.7035 0.3421 0.8069
8.4852 0.3603 0.0642
7.1169 0.02265 0.1137
7.0856 0.10415 0.3814
11.3428 0.0488 0.5335
10.2022 0.3991 0.4506
1.7597 0.1682 0.4495
3.3145 0.6332 0.1002
2.8003 0.1369 0.8089
5.6066 0.8003 0.7177
8.1241 0.3809 0.4001
2.1952 0.3832 0.53035
7.8119 0.4708 0.4985
5.0276 0.409 0.6645
6.7914 0.4086 0.607
6.2052 0.7506 0.8359
7.7453 0.09835 0.0765
5.9646 0.3405 0.429
9.1262 0.3585 0.3956
5.9646 0.02585 0.0446
10.9494 0.0335 0.0642
0.0 0.488 0.5113
0.0 0.623 0.67695
12.7021 0.81315 0.823
1.133 0.7919 0.9781
7.6839 0.4121 0.8655
6.8597 0.3219 0.05545
6.5185 0.6345 0.6587
10.4846 0.6467 0.9429
0.675 0.5499 0.7943
0.0 0.795 0.072
9.4528 0.2587 0.8192
7.7453 0.83095 0.8482
2.8003 0.5221 0.8826
0.675 0.7654 0.9221
10.0408 0.0312 0.3277
8.6571 0.5809 0.8645
2.6711 0.6975 0.8662
4.83 0.0312 0.4679
4.8892 0.6395 0.8939
13.1995 0.8823 0.652
10.3287 0.0885 0.1161
4.4515 0.6509 0.7606
10.0834 0.072 0.64855
5.2699 0.4057 0.57455
7.3458 0.338 0.81
0 0.656 0.6384
0.0 0.6563 0.7414
3.3985 0.81065 0.7519
0.0 0.6938 0.1964
0.0 0.9411 0.586
11.1581 0.0326 0.6674
0.0 0.8227 0.5947
9.9601 0.8654 0.6833
7.7849 0.5448 0.5264
3.6928 0.61785 0.6943
8.8446 0.374 0.60745
0.0 0.1464 0.4215
9.2641 0.2714 0.4848
4.7035 0.28745 0.2288
10.1402 0.0574 0.8154
6.3494 0.2921 0.7014
5.3565 0.0524 0.0287
7.1045 0.286 0.0798
11.3391 0.0518 0.4953
0.0 0.80875 0.38235
13.9368 0.3406 0.4115
5.0794 0.2021 0.93735
4.4515 0.271 0.5406
8.9319 0.4126 0.5361
1.9938 0.6296 0.6416
13.4747 0.3979 0.60025
11.2401 0.6669 0.87635
11.4 0.16495 0.71265
4.6701 0.0432 0.41045
4.4515 0.0534 0.1613
10.2706 0.08605 0.0519
7.1231 0.0491 0.5859
0.675 0.4299 0.4609
8.8164 0.2852 0.56065
2.5292 0.10335 0.86095
2.9188 0.46925 0.7918
12.3262 0.3015 0.3035
0.0 0.3727 0.37855
2.9188 0.7854 0.5181
14.2284 0.4232 0.47355
8.8372 0.0373 0.0614
6.3807 0.8234 0.51795
8.9702 0.41515 0.9122
11.4383 0.5795 0.66
8.6485 0.6672 0.4686
1.133 0.85925 0.4081
2.5292 0.1065 0.32845
9.3524 0.0423 0.8493
8.8615 0.2826 0.0773
12.8694 0.2079 0.5762
5.5708 0.716 0.5011
8.867 0.0234 0.8761
3.0284 0.7536 0.0465
6.2398 0.3866 0.2573
10.5452 0.12305 0.0507
1.9938 0.0969 0.7026
7.9225 0.31375 0.47125
11.5687 0.2915 0.6016
6.2052 0.0984 0.2076
8.0119 0.6329 0.2484
7.4331 0.30315 0.4408
8.1179 0.2533 0.8194
7.6414 0.3467 0.86445
6.9599 0.07435 0.4331
6.7836 0.3377 0.9399
4.1938 0.7039 0.8644
1.4801 0.90315 0.7362
9.9909 0.62155 0.5403
TCGA-BR-6453 TCGA-BR-6453 TCGA-BR-6453
6.1883 0.3751 0.8514
7.0892 0.6017 0.81315
10.6765 0.45425 0.59365
5.1587 0.5422 0.5861
8.5645 0.04155 0.86655
3.9892 0.5607 0.79595
2.0357 0.5165 0.8259
0.0 0.423 0.3503
4.4236 0.8003 0.9374
12.7236 0.62315 0.8989
4.4647 0.3011 0.50845
0.0 0.0663 0.61665
1.1636 0.19245 0.54875
7.9815 0.7688 0.07455
11.5774 0.4916 0.5914
5.3241 0.7238 0.9164
3.3646 0.6006 0.86
0.0 0.2626 0.434
7.1345 0.33205 0.36455
12.1912 0.38555 0.4393
11.3591 0.5091 0.8232
1.7991 0.4515 0.7796
5.1077 0.83085 0.7805
12.5565 0.58625 0.7806
4.5814 0.35985 0.53345
6.3285 0.33655 0.6855
8.611 0.3712 0.76365
10.536 0.81335 0.8228
3.449 0.0381 0.5605
0.0 0.2553 0.70115
10.4682 0.6273 0.4207
3.5286 0.63785 0.8771
13.1033 0.5308 0.8855
0.696 0.4483 0.193
4.8531 0.4267 0.8074
0.0 0.41805 0.4201
6.0867 0.71415 0.5833
3.9317 0.4175 0.6805
6.7667 0.2393 0.2396
9.1458 0.5837 0.7412
11.6736 0.6218 0.8168
1.5161 0.7899 0.8409
2.2388 0.8132 0.5947
13.903 0.8092 0.8612
7.8127 0.5223 0.77315
0.696 0.9192 0.7376
9.0713 0.72385 0.8847
8.013 0.29885 0.7119
12.514 0.223 0.3775
7.4539 0.3703 0.7082
7.9662 0.1897 0.7622
2.2388 0.34615 0.3935
3.3646 0.6395 0.83885
6.3396 0.7604 0.9087
2.7181 0.8119 0.9387
1.7991 0.5435 0.7796
8.9262 0.469 0.5734
15.3367 0.1985 0.7587
1.1636 0.4223 0.3047
0.696 0.2819 0.267
7.0627 0.09125 0.46765
3.7442 0.3371 0.4945
6.2832 0.2412 0.5915
0.0 0.157 0.2999
6.6908 0.4027 0.2543
6.708 0.382 0.8448
7.5325 0.6131 0.6414
8.1133 0.8763 0.7946
0.696 0.6799 0.5143
4.6183 0.4249 0.7312
6.2005 0.41675 0.8213
6.2246 0.3634 0.7999
11.1518 0.33555 0.56895
3.3646 0.6904 0.8583
8.5165 0.3366 0.8546
0.0 0.87645 0.8241
10.0448 0.6269 0.7651
1.7991 0.1406 0.9305
14.536 0.60985 0.5973
2.2388 0.849 0.2877
4.6183 0.06105 0.7447
2.2388 0.2747 0.3474
3.2751 0.35595 0.61925
12.8504 0.4885 0.61265
0.696 0.7165 0.8326
10.3059 0.8655 0.56415
0.0 0.94065 0.76185
3.0773 0.516 0.725
3.9099 0.41355 0.3354
9.4622 0.6292 0.7962
9.0445 0.3152 0.4452
9.9548 0.5293 0.8331
6.7748 0.5653 0.7403
8.5739 0.1732 0.1637
4.0977 0.38765 0.3278
10.0162 0.659 0.7045
3.9317 0.39395 0.76005
7.5801 0.49555 0.4785
4.6183 0.02065 0.3516
5.3241 0.4476 0.48965
7.653 0.3991 0.6371
5.4523 0.3997 0.4778
2.0357 0.2455 0.5976
4.4236 0.629 0.0664
0.0 0.41195 0.7921
9.5424 0.6736 0.63
9.7204 0.44425 0.45615
0.0 0.338 0.4323
8.1229 0.3651 0.7994
0.696 0.03325 0.6561
7.9885 0.30295 0.7075
9.3665 0.69385 0.8415
7.566 0.2582 0.3525
6.725 0.40395 0.4173
8.7211 0.39785 0.4808
7.4531 0.02745 0.0403
11.6703 0.02235 0.0516
0.0 0.4814 0.4647
1.5161 0.6249 0.5938
14.1395 0.71255 0.7478
2.4169 0.8497 0.9633
6.9149 0.4862 0.7452
6.9149 0.5011 0.4216
9.1506 0.65345 0.6515
15.2861 0.6158 0.9129
0.696 0.5466 0.9141
4.5047 0.7678 0.0462
7.4169 0.2728 0.7439
11.2028 0.70225 0.814
9.3746 0.5663 0.9232
0.0 0.8524 0.9315
9.3719 0.0233 0.1902
7.5986 0.618 0.8407
0.0 0.6827 0.8564
7.166 0.0365 0.5141
10.4356 0.56075 0.886
10.6389 0.9329 0.6221
10.5166 0.2711 0.1076
6.8697 0.84935 0.7311
10.8956 0.4135 0.6604
2.0357 0.4498 0.58725
4.5436 0.3848 0.753
0 0.6222 0.6439
0.0 0.8089 0.6119
12.528 0.5743 0.5916
0.0 0.6354 0.188
0.696 0.9193 0.5837
12.0752 0.4576 0.5891
0.0 0.67735 0.5374
4.8837 0.8717 0.5156
7.875 0.454 0.4972
2.2388 0.60715 0.7625
8.5833 0.2174 0.53255
3.9892 0.1067 0.1707
7.7476 0.3389 0.5801
3.8516 0.2204 0.33545
10.794 0.0272 0.6508
2.5754 0.3123 0.67735
5.2471 0.0714 0.0604
6.7334 0.37155 0.3209
11.1103 0.0741 0.4923
0.0 0.7562 0.3277
9.9557 0.4221 0.5044
4.8531 0.3613 0.92485
4.2928 0.4589 0.6049
3.6041 0.3094 0.4859
4.8531 0.6488 0.6851
10.9115 0.3963 0.5628
1.1636 0.8967 0.7662
10.2658 0.3766 0.73535
4.6183 0.4046 0.4116
6.2832 0.1541 0.248
7.5801 0.46555 0.3777
8.2722 0.2758 0.74545
0.0 0.2679 0.4466
9.4836 0.1987 0.68035
1.1636 0.37645 0.88745
0.0 0.4514 0.7796
13.4769 0.28415 0.1908
0.0 0.4053 0.36205
2.0357 0.7718 0.5843
14.8916 0.4041 0.5205
7.8901 0.46855 0.3531
7.5847 0.5327 0.48765
7.9237 0.397 0.8076
5.0816 0.5049 0.7462
8.5067 0.769 0.5432
8.5995 0.8776 0.42695
0.8774 0.2954 0.39515
8.998 0.0226 0.87225
7.221 0.4119 0.18145
10.9747 0.2796 0.3599
2.2388 0.6795 0.71515
5.2556 0.0276 0.858
1.5161 0.75555 0.0351
6.2717 0.4179 0.27295
7.7011 0.1031 0.07075
1.1636 0.1698 0.6958
9.3308 0.3924 0.4323
9.73 0.2684 0.0919
10.7885 0.1139 0.1542
9.8306 0.1176 0.1093
5.0816 0.4296 0.5609
9.2655 0.33195 0.8245
4.6183 0.3763 0.8673
7.6794 0.3841 0.5015
9.3253 0.38125 0.9189
9.264 0.5385 0.8759
2.0357 0.8813 0.6835
0.0 0.5958 0.5436
TCGA-VQ-A928 TCGA-VQ-A928 TCGA-VQ-A928
4.8968 0.0727 0.6075
0.3966 0.50605 0.9244
4.8018 0.49025 0.47365
5.9991 0.444 0.374
7.154 0.04325 0.8692
11.8098 0.4614 0.8934
1.6847 0.1027 0.7813
0.0 0.0538 0.06
9.7094 0.8918 0.9397
0.0 0.9125 0.8727
9.0948 0.0503 0.7281
1.3684 0.0356 0.7156
4.9568 0.0321 0.69475
