TCGA-VQ-A94P TCGA-VQ-A94P TCGA-VQ-A94P
0.5695 0.78185 0.7413
9.4986 0.1169 0.0611
9.4074 0.38775 0.44885
12.6492 0.5976 0.9022
0.0 0.6904 0.8492
1.7503 0.891 0.881
16.0724 0.3633 0.69405
4.2223 0.66985 0.80555
0.0 0.73465 0.73715
4.1651 0.7509 0.84335
13.7998 0.8738 0.84635
1.8726 0.5544 0.8661
1.3081 0.6674 0.74665
5.9202 0.5878 0.8077
2.3545 0.8902 0.8448
6.1287 0.78575 0.92435
0.0 0.7127 0.7261
0.5695 0.7328 0.8673
0.5695 0.80065 0.59945
5.0525 0.5166 0.1405
1.144 0.7091 0.8568
3.1283 0.5885 0.63125
3.3499 0.2941 0.82135
0.3127 0.556 0.4125
0.5695 0.8008 0.8733
3.4808 0.8563 0.9457
10.1327 0.52235 0.8514
6.546 0.7974 0.6852
0.3127 0.8923 0.9339
3.1283 0.8718 0.9664
6.9364 0.6255 0.67985
2.1336 0.5363 0.515
5.4271 0.572 0.85945
5.1401 0.6299 0.866
0.5695 0.66565 0.6514
0.0 0.8529 0.7525
0.7874 0.3616 0.9503
2.4849 0.7815 0.9132
5.3379 0.7133 0.9127
7.6151 0.6802 0.7975
14.7307 0.1239 0.852
2.0517 0.7027 0.7357
0.0 0.6986 0.8544
0.0 0.7033 0.75585
3.0461 0.6734 0.6602
3.7379 0.69695 0.78375
6.896 0.6788 0.6522
5.8119 0.6846 0.5255
0.5695 0.7504 0.8641
9.9026 0.3962 0.7926
0.0 0.7939 0.7992
2.7672 0.5438 0.543
2.4212 0.6952 0.68675
6.3715 0.66525 0.8357
3.542 0.6211 0.86145
7.906 0.75675 0.5149
8.6291 0.7794 0.912
6.9506 0.6488 0.8532
5.0525 0.90645 0.915
10.3731 0.26435 0.7828
0.5695 0.6906 0.9645
8.554 0.48655 0.6668
0.0 0.80075 0.5297
4.1455 0.60125 0.80795
0.5695 0.57495 0.64295
5.9594 0.59425 0.7645
6.5829 0.7434 0.7407
4.8495 0.7367 0.9336
10.9668 0.8327 0.50695
6.4927 0.90165 0.7196
0.5695 0.7855 0.5637
2.7435 0.7799 0.7644
0.0 0.7158 0.4622
7.9742 0.4348 0.814
0.0 0.7626 0.8674
4.3477 0.8154 0.72
12.4724 0.534 0.5279
1.5539 0.76145 0.7526
9.2063 0.3174 0.9195
6.0518 0.69855 0.6904
5.2762 0.5402 0.7128
2.6045 0.53955 0.7176
4.7621 0.65005 0.7217
6.8753 0.5495 0.6694
1.965 0.6557 0.8459
0.9767 0.7642 0.7832
3.542 0.9516 0.5785
0.0 0.63085 0.827
8.2188 0.4346 0.2986
10.2944 0.1777 0.48205
0.0 0.7143 0.61835
6.6224 0.6324 0.8103
2.3545 0.73655 0.6866
3.1677 0.65655 0.9852
1.6681 0.6765 0.5144
1.6681 0.7241 0.7876
0.5695 0.7916 0.7329
5.6954 0.69325 0.6947
7.1555 0.0279 0.0406
11.2235 0.0166 0.5943
4.7876 0.40395 0.2338
4.1455 0.7969 0.7
13.8372 0.32395 0.2794
10.6518 0.90545 0.9852
4.463 0.7413 0.7402
2.6045 0.6545 0.7444
7.0195 0.80765 0.8308
15.2215 0.75225 0.9863
5.0419 0.3961 0.8435
0.3127 0.9684 0.7684
5.6887 0.3906 0.9122
11.4265 0.77875 0.6924
2.9134 0.7674 0.9096
0.3127 0.8789 0.9453
11.6226 0.01835 0.6943
6.896 0.8816 0.8498
4.3816 0.7811 0.9072
4.6691 0.5743 0.6068
0.7874 0.5926 0.8866
13.8746 0.8444 0.31615
3.7893 0.6017 0.7685
4.2223 0.82545 0.8466
8.3951 0.819 0.88375
8.7031 0.6449 0.50505
2.2845 0.7236 0.8446
0 0.2619 0.8953
0.0 0.3917 0.3178
0.0 0.9439 0.7852
0.0 0.3731 0.9046
2.2845 0.9149 0.214
9.4565 0.7267 0.8499
8.0166 0.556 0.8623
5.7483 0.87055 0.2372
5.094 0.8502 0.6641
0.0 0.6786 0.9424
6.3799 0.7017 0.7229
3.6846 0.6123 0.6406
4.2035 0.7489 0.8994
2.4166 0.5832 0.7486
11.3447 0.0215 0.8538
1.965 0.7177 0.7837
2.211 0.6076 0.6336
8.292 0.72905 0.7656
10.5863 0.4912 0.8562
3.5717 0.8605 0.30825
8.3847 0.601 0.6607
0.0 0.71945 0.94285
2.3545 0.7292 0.7786
0.3127 0.7802 0.3319
0.3127 0.632 0.7148
3.2798 0.696 0.81665
1.144 0.8685 0.83955
7.4046 0.7167 0.59445
2.1336 0.6274 0.7922
5.3379 0.68665 0.65645
7.4983 0.64255 0.5236
6.2529 0.61805 0.8131
0.0 0.7141 0.68745
6.3841 0.6912 0.8093
1.294 0.75175 0.91375
0.0 0.6935 0.9121
12.8011 0.73515 0.394
0.0 0.71025 0.5618
0.3127 0.8454 0.63075
8.4461 0.6778 0.74955
6.2437 0.6402 0.6594
7.4925 0.9278 0.51225
5.3888 0.64865 0.849
0.3127 0.3909 0.9085
8.8205 0.6887 0.3366
0.0 0.9001 0.7994
2.9554 0.51405 0.6644
6.6643 0.5941 0.88295
2.6045 0.6122 0.88465
9.7068 0.74 0.7142
0.3127 0.8911 0.8784
2.8176 0.6444 0.8865
11.6701 0.32245 0.2887
5.372 0.8394 0.6886
5.3379 0.74285 0.65995
0.3127 0.7263 0.8413
6.8483 0.67105 0.67605
2.211 0.6844 0.0676
0.0 0.6035 0.50065
7.4671 0.7795 0.0711
2.546 0.809 0.6441
5.6405 0.6123 0.823
1.965 0.5403 0.81225
4.2774 0.76635 0.79385
8.6614 0.6816 0.9371
6.9647 0.8437 0.8575
2.715 0.8772 0.8778
1.774 0.30525 0.6878
TCGA-HU-A4HD TCGA-HU-A4HD TCGA-HU-A4HD
4.4775 0.0486 0.5315
5.7477 0.52285 0.9074
4.3194 0.2331 0.37695
3.5971 0.1055 0.4003
7.4333 0.03085 0.86285
2.9888 0.4362 0.5026
1.7281 0.3032 0.812
0.3002 0.0699 0.4043
10.0174 0.7331 0.8905
9.2548 0.83665 0.8677
3.4522 0.0847 0.63735
0.7603 0.0308 0.40705
7.2171 0.55365 0.77075
8.3049 0.5594 0.13095
9.4667 0.0699 0.6989
0.5485 0.7046 0.9436
4.4006 0.4185 0.5165
0.0 0.03485 0.0896
5.5695 0.2023 0.0367
5.0708 0.52165 0.5902
2.9462 0.3175 0.4747
0.0 0.018 0.3666
1.9403 0.32795 0.6832
10.1058 0.50935 0.8813
3.3899 0.02555 0.4782
3.7783 0.03625 0.77755
6.156 0.0283 0.7943
6.1607 0.81955 0.8122
9.2542 0.051 0.46775
3.3774 0.0274 0.5164
0.5711 0.6504 0.5522
7.58 0.12995 0.9039
14.4673 0.48275 0.8632
2.0833 0.6766 0.5967
1.9166 0.0812 0.7747
1.1086 0.18045 0.06375
0.0 0.75975 0.4015
1.5111 0.0285 0.7058
5.0508 0.3298 0.15425
11.8205 0.2744 0.77545
8.8392 0.3187 0.7441
5.5194 0.6795 0.7626
0.3002 0.8082 0.9239
10.6706 0.68385 0.87255
8.8202 0.0309 0.7337
0.0 0.9034 0.8588
9.6077 0.4508 0.51175
8.7591 0.028 0.6143
4.968 0.0324 0.1362
7.7076 0.03825 0.51385
1.6236 0.076 0.3804
1.8254 0.188 0.0223
9.5195 0.58175 0.88815
7.4391 0.5535 0.9113
8.521 0.74595 0.913
0.3002 0.6007 0.7618
8.6151 0.0575 0.6212
11.7775 0.4478 0.764
0.0 0.0584 0.2979
2.606 0.0461 0.0634
0.0 0.52325 0.50585
4.5787 0.063 0.5574
3.8024 0.04635 0.6548
10.2038 0.0635 0.3456
8.7074 0.0353 0.0464
7.5625 0.4051 0.7093
8.0174 0.3416 0.6313
6.883 0.8861 0.6741
0.0 0.8505 0.6658
7.9636 0.0606 0.79815
8.7614 0.08265 0.8063
5.6314 0.0219 0.78075
7.1149 0.0985 0.3387
6.8487 0.5493 0.8854
8.3258 0.0249 0.8432
5.0508 0.538 0.8768
12.4881 0.25385 0.753
6.9357 0.0772 0.9163
10.602 0.50255 0.6099
0.5485 0.84175 0.0213
3.6244 0.04395 0.4135
9.4178 0.06295 0.062
6.1746 0.0475 0.4578
10.4484 0.44475 0.62695
7.2613 0.6454 0.7573
6.8075 0.8803 0.58105
9.2081 0.36545 0.80145
8.2511 0.1005 0.7914
7.0332 0.0654 0.3032
9.3922 0.6895 0.7237
5.4524 0.4168 0.3255
6.9734 0.37145 0.4694
9.731 0.4691 0.8148
8.3859 0.6095 0.7281
8.0493 0.03445 0.0382
7.6939 0.479 0.6137
5.2569 0.0792 0.8193
8.5292 0.58025 0.5857
6.883 0.0314 0.0566
8.3175 0.0325 0.24665
6.8224 0.0204 0.7664
3.2566 0.5903 0.7508
10.8447 0.0364 0.6867
9.8529 0.2861 0.0521
3.4824 0.05435 0.7714
12.2893 0.81 0.5812
7.1197 0.0418 0.3004
3.4522 0.046 0.307
6.8631 0.0192 0.4228
3.8494 0.01755 0.4335
7.8438 0.174 0.9823
8.3475 0.71015 0.8182
10.1199 0.0612 0.0434
10.3921 0.0656 0.444
8.4378 0.02555 0.547
7.6908 0.03005 0.0639
12.9516 0.0146 0.0755
3.5409 0.581 0.3469
1.5111 0.5971 0.4174
13.7786 0.36935 0.46
0.0 0.43075 0.5288
6.7744 0.0692 0.9235
9.1239 0.1613 0.03555
4.6602 0.5659 0.6515
12.158 0.70145 0.9817
4.4775 0.6456 0.8845
6.3027 0.463 0.0443
9.41 0.03635 0.8377
13.4113 0.594 0.8003
5.3083 0.6517 0.8611
2.7116 0.7605 0.9168
10.8591 0.0224 0.463
6.3889 0.5439 0.8192
1.5111 0.6706 0.8515
10.3454 0.034 0.4855
11.185 0.30215 0.8917
11.42 0.8734 0.6327
7.6077 0.0363 0.0817
9.2294 0.74885 0.7707
9.3777 0.0887 0.7623
9.4328 0.2351 0.47425
4.1227 0.02985 0.7497
0 0.3697 0.2859
0.0 0.4468 0.9112
10.776 0.55835 0.53255
0.0 0.3399 0.0623
5.5973 0.8651 0.4415
11.8008 0.0136 0.6229
4.6064 0.5826 0.8422
5.0708 0.8662 0.5355
5.6907 0.5583 0.6089
1.7281 0.60525 0.9543
6.9138 0.0208 0.4369
7.1173 0.0823 0.2437
6.2334 0.0295 0.4453
3.8831 0.0203 0.0926
11.806 0.031 0.2796
7.7936 0.046 0.7636
5.2742 0.0394 0.1169
10.815 0.12005 0.0837
11.5403 0.0604 0.073
8.8795 0.7154 0.3195
9.3386 0.0465 0.2423
1.6236 0.0438 0.8654
2.3682 0.0714 0.2993
1.5111 0.0522 0.5283
10.2497 0.3659 0.6642
8.0517 0.6569 0.76565
1.2556 0.8687 0.8599
8.2089 0.03555 0.69945
2.6598 0.0621 0.19275
3.9392 0.05595 0.0785
9.7947 0.06835 0.0535
6.455 0.0339 0.5956
0.0 0.0399 0.10555
6.1277 0.4706 0.7162
2.9888 0.03845 0.5426
4.9356 0.08215 0.71725
12.8026 0.0583 0.0613
0.0 0.5296 0.54395
8.724 0.6527 0.4521
11.9774 0.0663 0.28195
7.2893 0.0306 0.0445
5.71 0.8507 0.54195
7.969 0.5185 0.9022
8.3017 0.6125 0.4415
8.6578 0.6702 0.1037
2.3682 0.85665 0.7251
7.2411 0.05935 0.3029
8.5382 0.0196 0.3833
3.5971 0.0223 0.07785
9.194 0.0224 0.7322
1.9166 0.7527 0.74665
4.6335 0.023 0.8322
4.4319 0.59415 0.1203
5.2126 0.0582 0.1209
7.6843 0.1377 0.0405
0.7603 0.0362 0.3907
8.7918 0.026 0.6434
7.6614 0.0362 0.6456
1.1086 0.0785 0.1355
5.2999 0.4437 0.0576
10.6564 0.12575 0.5334
7.2394 0.0327 0.8469
6.6503 0.0544 0.8864
4.834 0.05795 0.2937
7.6145 0.0578 0.9119
9.7004 0.6891 0.8839
9.5978 0.6236 0.8122
0.9449 0.7465 0.5168
TCGA-VQ-AA6K TCGA-VQ-AA6K TCGA-VQ-AA6K
5.6873 0.4477 0.594
0.0 0.51685 0.90235
1.4682 0.3663 0.5709
4.4494 0.4248 0.3248
5.486 0.0383 0.83565
6.6173 0.4256 0.64895
2.4838 0.295 0.7547
0.0 0.0683 0.0651
9.4372 0.8416 0.9259
4.6857 0.8673 0.8957
2.5722 0.4087 0.50025
0.0 0.0419 0.63015
6.0448 0.50895 0.6605
1.9362 0.7413 0.06125
7.9907 0.466 0.6884
1.2711 0.8046 0.8853
12.0474 0.2995 0.9506
0.0 0.11745 0.38405
7.171 0.19155 0.04195
3.702 0.30805 0.26985
15.9913 0.2732 0.55405
1.7964 0.0217 0.6404
3.0666 0.79935 0.7528
9.0632 0.55805 0.84145
4.8713 0.45515 0.5681
6.6882 0.20595 0.71995
7.3284 0.018 0.7668
9.4372 0.8237 0.809
6.4407 0.0488 0.386
2.2184 0.3033 0.43735
7.4387 0.4803 0.3998
2.4838 0.4902 0.8234
11.7008 0.7027 0.828
2.4838 0.0587 0.056
2.2889 0.4102 0.79445
2.5722 0.05885 0.4938
3.9856 0.5725 0.5527
1.7964 0.0203 0.6986
3.815 0.0326 0.08565
11.3251 0.2796 0.82655
0.4366 0.6205 0.8815
0.4366 0.77765 0.7773
1.0427 0.8207 0.4896
12.6901 0.33785 0.77235
8.4662 0.0421 0.6688
1.9362 0.8217 0.8306
12.8291 0.36665 0.88205
7.4176 0.02825 0.735
3.7407 0.0578 0.0481
9.0199 0.0316 0.45845
10.6564 0.0895 0.7359
4.3022 0.30365 0.0207
6.8022 0.5865 0.80765
0.0 0.6474 0.8897
8.3318 0.6327 0.8751
5.8375 0.4333 0.7507
7.9103 0.09595 0.6648
14.7504 0.1773 0.7923
0.0 0.0716 0.2766
0.7712 0.4157 0.4229
10.1129 0.0457 0.26625
3.5361 0.0481 0.6849
3.4915 0.42445 0.67845
9.1329 0.0609 0.1066
6.8068 0.0419 0.0677
7.2197 0.3395 0.8288
12.4768 0.421 0.3776
2.0636 0.8617 0.6852
6.856 0.8759 0.2932
1.0427 0.0775 0.7782
7.3567 0.0376 0.8392
7.0646 0.347 0.72055
7.7009 0.4886 0.4726
10.8861 0.5366 0.8119
7.0416 0.0326 0.8134
2.1807 0.873 0.8339
11.4928 0.24165 0.7155
13.1429 0.0897 0.915
9.5846 0.30895 0.3025
0.4366 0.8786 0.2937
4.5399 0.04405 0.66915
7.628 0.0657 0.08265
3.8508 0.52045 0.71225
6.9904 0.5271 0.6642
6.9247 0.6716 0.8951
9.0314 0.7514 0.4855
2.2889 0.74565 0.80315
4.5616 0.4294 0.6354
4.9038 0.05925 0.1819
1.4682 0.8926 0.6436
6.8865 0.7524 0.7905
1.0427 0.38445 0.8076
2.9474 0.7175 0.7724
8.1301 0.5762 0.571
7.0182 0.0387 0.0403
11.3819 0.4015 0.4639
4.625 0.0564 0.7446
8.5186 0.25545 0.0606
5.6472 0.02075 0.1032
7.2767 0.034 0.26995
7.5294 0.0313 0.7101
5.8464 0.5122 0.6698
6.3623 0.3151 0.3503
6.3747 0.7539 0.0706
2.0636 0.0617 0.7211
0.0 0.6494 0.4596
7.0182 0.43565 0.4256
0.0 0.2172 0.4232
6.8427 0.3273 0.5549
5.8728 0.0257 0.6639
0.7712 0.19045 0.8965
1.0427 0.71935 0.7482
13.0188 0.06235 0.0457
7.1639 0.06315 0.1681
8.0361 0.0253 0.5664
8.8511 0.0251 0.045
11.6628 0.01915 0.0629
0.4366 0.4854 0.3904
7.2025 0.5325 0.3932
15.2324 0.41275 0.4018
12.1643 0.8191 0.9705
6.6481 0.0684 0.9034
8.166 0.1767 0.05225
10.9093 0.3611 0.3612
12.1714 0.7075 0.9739
7.3844 0.57335 0.9236
0.0 0.9335 0.0344
7.0722 0.03985 0.8977
2.9474 0.73325 0.7728
6.9783 0.4839 0.8516
5.9407 0.7393 0.8927
10.453 0.0245 0.2928
8.6179 0.1828 0.8072
4.3529 0.6636 0.8729
11.5624 0.0369 0.5418
7.1816 0.50955 0.7881
11.8433 0.9089 0.3935
7.3504 0.0544 0.1037
13.7755 0.7593 0.7212
9.603 0.0607 0.6189
12.0693 0.2409 0.3664
3.5361 0.0397 0.7839
0 0.6487 0.7813
0.0 0.5499 0.8593
6.3869 0.4964 0.708
0.0 0.7808 0.328
0.0 0.8968 0.3208
11.6732 0.0141 0.5807
11.4512 0.43705 0.8032
9.511 0.9113 0.395
11.0366 0.3421 0.4997
1.0427 0.4983 0.7957
7.6935 0.0215 0.49155
0.4366 0.185 0.3186
6.9163 0.4442 0.7062
3.501 0.36025 0.3389
11.6627 0.0404 0.8965
9.1776 0.2336 0.82605
3.1902 0.0541 0.0257
6.5644 0.08915 0.0995
12.3958 0.0663 0.3934
9.5879 0.6402 0.43635
10.0241 0.0565 0.3272
2.5722 0.04535 0.9288
2.2889 0.3644 0.692
1.9362 0.0976 0.4345
1.7964 0.4003 0.5525
5.5842 0.5819 0.6497
0.4366 0.8596 0.79465
8.7121 0.04305 0.8235
3.8857 0.0393 0.50455
10.3913 0.0511 0.0798
8.1766 0.07955 0.0531
6.1704 0.092 0.74125
2.3896 0.2905 0.2438
7.0416 0.0331 0.6175
6.1704 0.38795 0.8968
0.7712 0.05695 0.7747
12.0026 0.1257 0.1529
0.0 0.55305 0.5042
1.0427 0.8471 0.5133
11.7147 0.1956 0.5524
7.5756 0.0375 0.0582
9.0382 0.3575 0.32495
8.2437 0.4185 0.8587
8.4026 0.7342 0.5502
8.7913 0.6711 0.1204
1.2711 0.85755 0.2713
7.8302 0.0634 0.47805
8.7036 0.0151 0.86245
5.4745 0.0194 0.0651
9.8812 0.0327 0.4378
1.7964 0.8543 0.7873
6.6481 0.0204 0.8427
13.1868 0.3123 0.0283
7.2333 0.6366 0.2918
8.5983 0.151 0.0412
3.5361 0.0265 0.8299
8.1993 0.03185 0.29715
7.2635 0.0271 0.1816
1.6416 0.0451 0.3873
7.5486 0.2273 0.0967
7.9167 0.0887 0.6625
6.464 0.0626 0.7892
5.0043 0.5595 0.88395
5.3299 0.02825 0.21205
7.199 0.0435 0.8998
11.4288 0.4817 0.8896
8.0224 0.83865 0.8169
4.2761 0.60175 0.5819
TCGA-HF-7133 TCGA-HF-7133 TCGA-HF-7133
5.5504 0.0616 0.64835
0.4772 0.57515 0.8514
8.967 0.4985 0.427
5.5504 0.3191 0.2967
8.0424 0.3977 0.602
14.7579 0.4831 0.627
0.8351 0.932 0.9234
0.4772 0.0486 0.033
9.0674 0.806 0.9372
7.7111 0.88775 0.6532
5.7209 0.3729 0.63685
0.4772 0.0549 0.49165
5.6095 0.0341 0.74745
4.3646 0.6902 0.0722
8.7956 0.1971 0.5431
2.6079 0.7902 0.9479
8.5627 0.3861 0.8609
0.0 0.36225 0.5894
8.2046 0.2774 0.0595
13.8966 0.20695 0.1936
14.1477 0.3594 0.8242
7.9878 0.0291 0.6593
3.3242 0.29795 0.6762
14.8615 0.46065 0.6951
4.6835 0.07175 0.5039
7.2984 0.0212 0.7543
7.6756 0.0375 0.80305
14.5231 0.32455 0.41605
3.7596 0.0408 0.6993
1.7585 0.5133 0.6773
15.2004 0.34355 0.2294
9.5312 0.1184 0.9044
7.6948 0.7129 0.66465
2.6079 0.516 0.3029
1.1217 0.0833 0.80105
0.0 0.5715 0.40375
0.4772 0.4037 0.1347
3.9176 0.039 0.7579
4.1583 0.3332 0.4744
10.2252 0.2871 0.85225
0.0 0.71425 0.8249
10.4301 0.26525 0.8342
1.3606 0.8547 0.6578
12.3111 0.3716 0.80485
8.261 0.0352 0.6739
12.7069 0.9319 0.8397
11.1452 0.62675 0.9088
8.3795 0.0378 0.81535
7.4451 0.0514 0.0597
6.9733 0.0492 0.509
7.7084 0.1591 0.7834
2.6978 0.09305 0.0212
5.7528 0.62185 0.814
0.0 0.7023 0.8011
0.0 0.69505 0.9124
9.2494 0.3912 0.7469
7.8302 0.0357 0.502
12.5527 0.1538 0.7749
0.0 0.1324 0.5473
1.3606 0.4628 0.4605
8.6155 0.38855 0.5204
5.2717 0.123 0.3868
6.0201 0.1807 0.62035
6.9369 0.2067 0.4937
7.9005 0.1278 0.08845
3.9906 0.4768 0.4409
14.1695 0.4252 0.4116
4.0601 0.8549 0.7269
15.2315 0.7943 0.6483
7.3685 0.0605 0.6637
6.9415 0.52805 0.4548
6.1372 0.0685 0.82615
8.6097 0.1195 0.4954
17.0259 0.3931 0.4507
8.6609 0.0388 0.8709
0.0 0.7965 0.6375
8.7994 0.27235 0.7395
10.8958 0.1437 0.9132
8.8736 0.34645 0.518
0.0 0.7689 0.0197
5.7736 0.04685 0.5523
12.0616 0.07325 0.06025
7.9194 0.2015 0.53635
7.7084 0.6781 0.7275
13.6688 0.5617 0.5416
11.2545 0.669 0.47715
6.367 0.45985 0.836
2.4093 0.5477 0.4744
7.1871 0.06415 0.2103
0.0 0.5032 0.6971
6.9136 0.4547 0.7941
9.0873 0.33185 0.8391
7.2948 0.6664 0.4531
12.9103 0.2017 0.2512
9.7026 0.0255 0.0535
9.0683 0.3316 0.6554
6.5651 0.33 0.7645
6.7072 0.5025 0.3503
8.1136 0.44495 0.4614
7.3162 0.03785 0.33515
8.1095 0.0452 0.6009
3.6286 0.4507 0.5736
8.2462 0.3237 0.461
3.9176 0.6402 0.0711
7.1902 0.05005 0.803
9.3227 0.8604 0.7394
8.388 0.07865 0.52725
0.0 0.4852 0.4945
7.2546 0.2127 0.3936
3.5341 0.50295 0.3787
4.9073 0.292 0.7471
0.8351 0.66995 0.8602
9.3085 0.06265 0.0742
10.065 0.55195 0.5743
9.2559 0.0293 0.4365
7.6163 0.44535 0.5631
11.8496 0.4357 0.4928
5.6439 0.25135 0.2238
2.6079 0.671 0.6916
15.2086 0.34195 0.3287
3.0101 0.61275 0.908
7.7848 0.0664 0.9021
7.5989 0.29935 0.06205
10.6925 0.6085 0.6129
13.1585 0.6702 0.9358
9.1915 0.49285 0.8833
0.8351 0.9056 0.0705
7.5086 0.04495 0.8522
16.6656 0.368 0.6276
6.3182 0.482 0.8545
8.2141 0.7255 0.8903
10.1888 0.0302 0.0248
7.302 0.1646 0.8227
4.748 0.5573 0.7424
12.4386 0.0373 0.5773
4.5926 0.50385 0.9015
14.8487 0.7434 0.29535
6.0025 0.4872 0.4165
9.3148 0.68995 0.7241
9.8739 0.0801 0.7153
10.85 0.1001 0.3117
4.0936 0.03815 0.7894
0 0.3122 0.2223
0.0 0.3229 0.3173
5.0677 0.72465 0.76205
0.0 0.612 0.6312
3.2067 0.9234 0.4999
12.0026 0.0212 0.6432
3.9906 0.451 0.5245
14.1736 0.53465 0.7088
11.5406 0.5962 0.5859
0.8351 0.43315 0.2986
7.4993 0.0311 0.625
4.9808 0.0935 0.4218
6.4141 0.0623 0.6453
6.2061 0.2825 0.10645
12.5356 0.0691 0.2746
9.296 0.0477 0.7987
4.9602 0.4528 0.5095
7.7084 0.12625 0.0602
12.2075 0.3401 0.6158
1.1217 0.76865 0.38175
9.0653 0.1223 0.3449
0.4772 0.4549 0.8024
1.3606 0.0688 0.5787
1.5656 0.0531 0.3429
10.1966 0.2747 0.6393
7.3196 0.5907 0.5868
0.0 0.8954 0.8913
9.0104 0.02995 0.84595
3.0101 0.0446 0.6047
9.2996 0.058 0.0761
9.3324 0.3679 0.4333
7.4288 0.0533 0.7878
3.6286 0.0685 0.4843
6.5947 0.6054 0.7718
5.2717 0.03695 0.90215
0.0 0.1242 0.76155
13.4482 0.42775 0.4796
0.0 0.58725 0.45245
6.7072 0.6534 0.36325
10.5732 0.0874 0.64355
8.5582 0.0375 0.0732
8.1833 0.1694 0.3103
8.8892 0.2029 0.8966
10.3543 0.7229 0.599
7.8227 0.6529 0.2753
1.3606 0.8328 0.24025
9.4878 0.0976 0.54185
8.301 0.0458 0.595
5.6551 0.0226 0.0479
12.5467 0.0289 0.2824
1.5656 0.6761 0.59495
5.7736 0.0219 0.8306
12.0045 0.2853 0.0414
4.545 0.2158 0.1451
8.5093 0.32485 0.37215
4.7895 0.036 0.5924
9.1007 0.042 0.54905
5.1654 0.237 0.1033
3.8408 0.0842 0.1614
7.924 0.1079 0.0455
6.3806 0.09005 0.4821
6.8947 0.42125 0.8348
4.3918 0.0979 0.67955
6.4008 0.0409 0.4387
9.3679 0.0811 0.9207
7.4451 0.5219 0.8945
2.6978 0.87915 0.8419
6.8852 0.46835 0.5367
TCGA-F1-6875 TCGA-F1-6875 TCGA-F1-6875
9.1584 0.0364 0.3963
0.0 0.2695 0.7229
0.0 0.4718 0.35005
4.8262 0.0613 0.1399
11.8009 0.0292 0.92455
7.0031 0.2378 0.8569
0.9922 0.0395 0.4247
0.4111 0.0208 0.0285
4.4224 0.8935 0.9309
0.4111 0.9043 0.9144
10.4427 0.0324 0.84215
0.9922 0.3221 0.65825
5.7395 0.0337 0.9426
1.4052 0.5824 0.0598
8.3852 0.0826 0.4838
0.7307 0.8985 0.9507
13.2925 0.1471 0.9643
0.0 0.05825 0.36325
1.8631 0.72825 0.08345
1.9882 0.0878 0.42585
2.4023 0.2127 0.70085
0.4111 0.0189 0.2546
2.3094 0.0738 0.5301
1.5745 0.24495 0.59535
5.058 0.35215 0.62175
1.4052 0.1026 0.47005
6.757 0.5499 0.72995
10.7613 0.92165 0.87415
9.8188 0.029 0.1558
4.1742 0.0202 0.4575
7.8391 0.22 0.1223
6.5794 0.0757 0.9311
2.2101 0.44325 0.6909
1.2134 0.0335 0.0406
0.4111 0.574 0.4583
2.1034 0.522 0.59725
0.4111 0.56715 0.4521
3.53 0.0358 0.8467
2.6498 0.0564 0.7064
0.0 0.7987 0.7828
0.0 0.85415 0.9463
0.0 0.6762 0.4748
0.9922 0.7014 0.2461
0.0 0.624 0.64375
8.953 0.0353 0.5389
3.8267 0.9396 0.9399
1.4052 0.17655 0.72785
9.1684 0.0269 0.6519
1.2134 0.058 0.2122
6.5666 0.02525 0.3798
11.7534 0.5729 0.8179
2.1034 0.05395 0.0219
1.5745 0.31575 0.45805
0.0 0.1247 0.8341
0.4111 0.6851 0.9384
3.6485 0.4122 0.7555
9.1742 0.0279 0.7906
1.9882 0.4258 0.5742
4.0727 0.0754 0.718
0.0 0.4907 0.7449
2.3094 0.49515 0.78705
3.259 0.8038 0.759
2.9863 0.0397 0.6146
8.9664 0.0489 0.024
6.6756 0.0217 0.0558
0.4111 0.1278 0.1283
0.4111 0.5234 0.8345
0.0 0.8953 0.8789
0.4111 0.9406 0.1896
5.977 0.0802 0.4924
9.0104 0.02845 0.9021
3.6101 0.8445 0.9134
3.4008 0.8638 0.1381
5.4331 0.7559 0.7949
6.9502 0.0325 0.7456
0.9922 0.51825 0.6257
2.5719 0.26555 0.7337
8.0665 0.0316 0.9402
0.0 0.6281 0.4978
0.4111 0.4032 0.0175
3.5706 0.7898 0.6639
8.5542 0.0377 0.03845
0.9922 0.05315 0.41475
0.4111 0.30575 0.657
0.0 0.7954 0.8972
0.0 0.7966 0.48295
0.0 0.31255 0.65185
1.5745 0.0447 0.4692
9.1408 0.0379 0.0885
2.5719 0.9026 0.4366
3.156 0.118 0.1923
1.726 0.16745 0.7126
10.2055 0.3328 0.6299
6.4329 0.8363 0.9198
10.3734 0.02525 0.0402
3.1528 0.1607 0.9304
7.9347 0.4827 0.92185
10.1938 0.5479 0.57
4.1816 0.0161 0.0541
7.3093 0.02845 0.1641
5.2452 0.057 0.7567
2.6498 0.5454 0.7375
6.2513 0.29015 0.1391
8.2636 0.1539 0.0574
3.758 0.03755 0.6211
1.4052 0.9196 0.6522
8.5818 0.4347 0.3614
0.0 0.8215 0.6226
6.5236 0.1637 0.3496
1.2134 0.4829 0.3051
0.7307 0.0653 0.0984
1.2134 0.20085 0.5125
12.0131 0.0374 0.0467
7.9269 0.0491 0.5199
7.8173 0.02855 0.3963
7.4438 0.01945 0.0309
12.6363 0.03005 0.1097
